bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,resumen,ejemplares,disponibilidad,pasillo,estante
747,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,019274156X,9.78E+12,eng,102,6,0,04/03/97,Oxford University Press  USA,Resumen de: Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),4,4,4,2
748,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,252063023,9.78E+12,eng,164,0,0,07/01/93,University of Illinois Press,Resumen de: Melville and the politics of identity: From *King Lear* to *Moby-Dick*,3,2,10,2
749,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,700607420,9.78E+12,eng,400,16,1,10/20/1995,University Press of Kansas,"Resumen de: Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",1,1,8,3
750,Double Tap (Paul Madriani  #8),Steve Martini,3.92,515139734,9.78E+12,en-US,401,2790,159,12/27/2005,Jove Books,Resumen de: Double Tap (Paul Madriani  #8),1,1,3,1
751,The List,Steve Martini,3.96,515121495,9.78E+12,eng,451,12534,141,12/01/97,Jove,Resumen de: The List,3,3,9,3
752,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,61020613,9.78E+12,eng,374,58408,1272,7/30/2002,HarperTorch,Resumen de: Witches Abroad (Discworld  #12; Witches #3),4,4,6,1
753,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,812967054,9.78E+12,eng,560,8879,693,02/11/03,Modern Library,Resumen de: The Innocents Abroad,3,3,5,3
754,Teaching English Abroad,Susan  Griffith,3.57,1854583522,9.78E+12,eng,576,38,6,01/01/07,Vacation Work Publications,Resumen de: Teaching English Abroad,4,3,7,1
755,Theocritus: Select Poems: Select Poems,Theocritus/Kenneth James Dover,3,862921473,9.78E+12,grc,395,1,1,06/01/91,Bristol Classical Press,Resumen de: Theocritus: Select Poems: Select Poems,5,1,2,3
756,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,674996232,9.78E+12,eng,434,33,1,03/01/07,Harvard University Press,Resumen de: The Shield. Catalogue of Women. Other Fragments. (Hesiod II),2,2,7,3
757,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,393977617,9.78E+12,en-US,254,259,30,11/05/02,W. W. Norton & Company,Resumen de: Death and the King's Horseman,5,1,4,1
758,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,141439971,9.78E+12,eng,104,3094,301,3/31/2005,Penguin Books Ltd,Resumen de: The Time Machine,2,1,2,1
759,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,743487737,9.78E+12,eng,150,372,36,07/01/04,Simon  Schuster,Resumen de: The Time Machine,1,1,9,2
760,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9.78E+12,en-GB,275,68,6,10/01/98,Hampton Roads Publishing Company,Resumen de: The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,4,4,8,2
761,The Time Machine,H.G. Wells/Melvin Burgess,3.89,439436540,9.78E+12,eng,123,284,35,03/01/04,Scholastic Paperbacks,Resumen de: The Time Machine,5,5,7,2
762,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,1842124021,9.78E+12,eng,864,875,33,05/01/01,Orion Publishing,Resumen de: The Complete Short Stories,1,1,9,2
763,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,812970756,9.78E+12,en-US,432,80,11,7/13/2004,Modern Library,Resumen de: Selected Stories,5,1,4,3
764,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,141441119,9.78E+12,eng,414,856,111,6/28/2005,Penguin Classics,Resumen de: Tono-Bungay,4,4,3,1
765,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,307264890,9.78E+12,en-US,560,1338,113,9/26/2006,Everyman's Library,Resumen de: The Name of the Rose (Everyman's Library (Cloth)),3,1,3,3
766,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,824512596,9.78E+12,en-US,120,8228,410,10/01/92,Crossroad,Resumen de: In the Name of Jesus: Reflections on Christian Leadership,4,1,7,3
767,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9.78E+12,eng,368,2594,403,05/03/05,Broadway Books,Resumen de: Blood Done Sign My Name: A True Story,4,3,9,2
768,Blindness,José Saramago/Giovanni Pontiero,4.11,156007754,9.78E+12,eng,326,107455,7778,10/04/99,Mariner Books,Resumen de: Blindness,4,2,6,2
769,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,156001411,9.78E+12,eng,377,799,107,9/28/1994,Harcourt,Resumen de: The Gospel According to Jesus Christ,5,1,7,3
770,All the Names,José Saramago/Margaret Jull Costa,3.89,156010593,9.78E+12,eng,245,11016,734,10/05/01,Mariner Books,Resumen de: All the Names,1,1,7,1
771,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,156013037,9.78E+12,eng,64,3331,242,10/05/00,Mariner Books,Resumen de: The Tale of the Unknown Island,3,3,5,2
772,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,156005204,9.78E+12,eng,346,6184,284,10/16/1998,Mariner Books,Resumen de: Baltasar and Blimunda,5,5,10,3
773,The Cave,José Saramago/Margaret Jull Costa,3.84,156028794,9.78E+12,eng,307,7649,548,10/15/2003,Mariner Books,Resumen de: The Cave,4,2,2,2
774,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,156004011,9.78E+12,en-US,292,308,30,6/14/1996,Mariner Books,Resumen de: The Stone Raft,4,2,6,3
775,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,1860465021,9.78E+12,eng,384,3826,191,9/17/1998,Vintage Classics,Resumen de: The Year of the Death of Ricardo Reis,5,4,1,3
776,El hombre duplicado,José Saramago/Pilar del Río,3.89,8466312803,9.79E+12,spa,380,1295,106,09/01/04,Punto de Lectura,Resumen de: El hombre duplicado,1,1,10,1
777,Ensayo sobre la lucidez,José Saramago/Pilar del Río,3.8,8466314741,9.79E+12,spa,461,1744,124,01/01/05,Punto de Lectura,Resumen de: Ensayo sobre la lucidez,1,1,5,2
778,La caverna,José Saramago/Pilar del Río,3.84,846630679X,9.79E+12,spa,441,842,69,02/01/03,Punto de Lectura,Resumen de: La caverna,2,2,9,3
779,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,156006243,9.78E+12,eng,314,331,62,09/01/98,Mariner Books,Resumen de: The History of the Siege of Lisbon,2,2,4,2
780,Las intermitencias de la muerte,José Saramago/Pilar del Río,4,9587043642,9.79E+12,spa,274,2862,306,12/01/05,Alfaguara,Resumen de: Las intermitencias de la muerte,1,1,3,1
781,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,9.78E+12,eng,902,1432,45,10/06/09,Castle Books,Resumen de: The Treasured Writings of Kahlil Gibran,2,2,3,2
782,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,000100039X,9.78E+12,eng,127,184293,5418,01/01/10,Rupa & Co,Resumen de: The Prophet,3,1,7,1
783,A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,394448049,9.78E+12,eng,228,2094,104,6/27/1950,Alfred A.Knopf,Resumen de: A Tear and a Smile,2,2,3,2
784,On the Road,Jack Kerouac,3.63,143036386,9.78E+12,eng,320,488,39,09/06/05,Penguin Books,Resumen de: On the Road,4,2,9,2
785,On the Road,Jack Kerouac/Ann Charters,3.63,141182679,9.78E+12,eng,281,5575,502,2/24/2000,Penguin Books,Resumen de: On the Road,4,2,2,3
786,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,375711163,9.78E+12,eng,732,2732,105,04/04/06,Knopf Publishing Group,Resumen de: De Kooning: An American Master,3,3,2,2
787,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5,382960226X,9.78E+12,eng,83,1,0,09/01/06,Schirmer Mosel,Resumen de: Willem de Kooning: Late Paintings,3,3,7,2
788,Aké: The Years of Childhood,Wole Soyinka,3.93,679725407,9.78E+12,eng,230,1284,90,10/23/1989,Vintage,Resumen de: Aké: The Years of Childhood,4,1,4,1
789,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,143034545,9.78E+12,eng,165,3832,178,12/28/2004,Penguin Books,Resumen de: Ready for Anything: 52 Productivity Principles for Getting Things Done,2,1,4,2
790,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4,807744689,9.78E+12,eng,142,54,4,4/29/2004,Teachers College Press,Resumen de: The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,1,1,10,2
791,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,195137892,9.78E+12,eng,272,125,13,04/01/00,Oxford University Press  USA,Resumen de: Sun Tzu and the Art of Business: Six Strategic Principles for Managers,2,1,2,2
792,Marketing Warfare,Al Ries/Jack Trout,4.11,71460829,9.78E+12,eng,216,942,59,12/13/2005,McGraw-Hill Education,Resumen de: Marketing Warfare,3,2,3,3
793,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,316346624,9.78E+12,eng,301,633037,11898,01/07/02,Back Bay Books,Resumen de: The Tipping Point: How Little Things Can Make a Big Difference,4,2,5,3
794,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,3.98,786887176,9.78E+12,en-US,234,4600,88,10/10/01,Hachette Books,Resumen de: Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,3,2,9,1
795,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,60521996,9.78E+12,eng,286,32079,752,01/07/03,Harper Paperbacks,Resumen de: The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,2,1,4,3
796,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,141439564,9.78E+12,eng,512,14228,668,12/31/2002,Penguin Books,Resumen de: Great Expectations,2,1,3,1
797,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,393960692,9.78E+12,eng,776,573,38,1/19/1999,W.W. Norton & Company,Resumen de: Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,3,1,10,3
798,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.8,664241581,9.78E+12,eng,364,108,13,01/01/69,Westminster John Knox Press,Resumen de: Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),2,1,4,3
799,To Kill a Mockingbird,Harper Lee,4.27,60935464,9.78E+12,eng,323,10524,898,07/05/05,Harper Perennial Modern Classics,Resumen de: To Kill a Mockingbird,5,2,5,2
800,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,60888695,9.78E+12,eng,11,697,180,8/22/2006,Caedmon,Resumen de: To Kill a Mockingbird,4,2,10,1
801,To Kill a Mockingbird,Harper Lee,4.27,61205699,9.78E+12,en-US,323,271,34,10/17/2006,Harper,Resumen de: To Kill a Mockingbird,2,1,6,2
802,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,761501665,9.78E+12,eng,199,66,4,9/20/1995,Prima Lifestyles,Resumen de: The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,5,5,3,2
803,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,9.78E+12,eng,64,13562,141,02/02/96,Dover Publications,Resumen de: A Modest Proposal and Other Satirical Works,3,3,7,2
804,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,1416500391,9.78E+12,eng,416,2161,50,08/01/05,Simon  Schuster,Resumen de: Gulliver's Travels / A Modest Proposal,1,1,1,1
805,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,1556434952,9.78E+12,eng,144,3,0,05/04/04,North Atlantic Books,Resumen de: Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),1,1,8,3
806,The Bostonians,Henry James/R.D. Gooder,3.59,192834428,9.78E+12,eng,504,85,12,7/23/1998,Oxford University Press,Resumen de: The Bostonians,1,1,5,3
807,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,1931082308,9.78E+12,eng,1035,25,4,03/10/03,Library of America,Resumen de: Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,3,1,6,3
808,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,193108288X,9.78E+12,eng,713,27,3,02/02/06,Library of America,Resumen de: Novels 1901–1902: The Sacred Fount / The Wings of the Dove,3,1,7,1
809,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,1883011094,9.78E+12,eng,958,198,7,01/01/96,Library of America,Resumen de: Complete Stories 1892–1898,1,1,9,1
810,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,140424385,9.78E+12,eng,504,168559,2365,1/30/2003,Penguin Classics,Resumen de: The Canterbury Tales,2,2,3,1
811,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,019283360X,9.78E+12,eng,465,257,22,07/09/98,Oxford University Press,Resumen de: The Canterbury Tales,1,1,4,2
812,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,014042234X,9.78E+12,enm,1254,792,59,04/07/05,Penguin Classics,Resumen de: The Canterbury Tales (original-spelling edition),3,2,6,2
813,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,812000390,9.78E+12,eng,530,73,5,12/31/1977,Barrons Educational Series,Resumen de: Chaucer's Canterbury Tales (Selected): An Interlinear Translation,3,1,3,3
814,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,198711557,9.78E+12,eng,456,84,4,5/23/1996,Oxford University Press  USA,Resumen de: Oxford Guides to Chaucer: The Canterbury Tales,1,1,3,3
815,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,140444084,9.78E+12,eng,272,70,6,5/26/1983,Penguin Classics,Resumen de: Love Visions,5,1,7,3
816,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,671475029,9.78E+12,eng,383,36,5,1/28/1964,Washington Square Press,Resumen de: Chaucer's Canterbury Tales,5,3,8,1
817,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,395290317,9.78E+12,enm,1327,7760,152,12/12/87,Houghton Mifflin,Resumen de: The Riverside Chaucer,4,4,7,2
818,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,140150811,9.78E+12,eng,611,70,8,5/26/1977,Penguin Books,Resumen de: The Portable Chaucer,1,1,5,3
819,Salt: A World History,Mark Kurlansky,3.74,142001619,9.78E+12,eng,484,50335,3012,1/28/2003,Penguin Books,Resumen de: Salt: A World History,4,1,5,3
820,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,689834195,9.78E+12,eng,32,1178,173,11/01/03,Simon  Schuster Books for Young Readers,Resumen de: Salt in His Shoes: Michael Jordan in Pursuit of a Dream,5,4,9,3
821,The Book of Salt,Monique Truong,3.52,618446885,9.78E+12,eng,261,4411,629,6/15/2004,Mariner Books,Resumen de: The Book of Salt,1,1,4,1
822,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9.78E+12,eng,627,856,105,7/17/1989,Vintage,Resumen de: Cities of Salt (مدن الملح #1),3,3,10,2
823,The Years of Rice and Salt,Kim Stanley Robinson,3.73,553580078,9.78E+12,eng,763,9344,995,06/03/03,Bantam Books,Resumen de: The Years of Rice and Salt,3,3,5,1
824,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,805202412,9.78E+12,eng,288,9254,194,1/13/1969,Schocken,Resumen de: Illuminations: Essays and Reflections,4,1,4,3
825,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,300115865,9.78E+12,eng,288,39,5,11/01/06,Yale University Press,Resumen de: Saul Steinberg: Illuminations,4,2,10,3
826,Advanced Global Illumination,Philip Dutre,4.5,1568813074,9.78E+12,eng,366,17,2,8/30/2006,A K PETERS,Resumen de: Advanced Global Illumination,4,2,7,2
827,Snow Falling On Cedars,David Guterson,3.83,074754655X,9.78E+12,eng,404,588,46,10/21/1999,Bloomsbury Publishing PLC,Resumen de: Snow Falling On Cedars,2,2,9,1
828,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,1558745157,9.78E+12,eng,331,52028,2513,08/01/97,Health Communications Inc,Resumen de: The Lost Boy (Dave Pelzer #2),4,4,3,1
829,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,805061835,9.78E+12,en-US,480,1397,128,05/10/99,Owl Publishing Company,Resumen de: Real Boys: Rescuing Our Sons from the Myths of Boyhood,4,1,10,1
830,Microserfs,Douglas Coupland,3.88,7179812,9.78E+12,eng,371,442,38,01/01/08,Harper Perennial,Resumen de: Microserfs,3,1,3,2
831,New Media Language,Jean Aitchison/Diana M. Lewis,3,415283043,9.78E+12,eng,209,2,0,5/22/2003,Routledge,Resumen de: New Media Language,5,1,5,1
832,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,684832402,9.78E+12,eng,336,6599,635,05/08/97,Free Press,Resumen de: The Denial of Death,3,1,8,3
833,A People's History of the United States,Howard Zinn,4.08,60838655,9.78E+12,eng,729,167321,4711,08/02/05,Harper Perennial,Resumen de: A People's History of the United States,2,1,4,1
834,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,1565848268,9.78E+12,eng,619,39,3,07/01/03,The New Press,Resumen de: A People's History of the United States,4,3,8,3
835,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4,1565847253,9.78E+12,eng,496,22,0,08/01/03,The New Press,Resumen de: A People's History of the United States: The Civil War to the Present,4,1,7,2
836,Graphic Design: A Concise History (World of Art),Richard Hollis,4,500203474,9.78E+12,en-US,232,675,12,5/17/2002,Thames  Hudson,Resumen de: Graphic Design: A Concise History (World of Art),1,1,8,2
837,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,822318644,9.78E+12,eng,272,206,9,10/21/1996,Duke University Press Books,Resumen de: Immigrant Acts: On Asian American Cultural Politics,4,3,2,2
838,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,039574010X,9.78E+12,eng,256,81,12,09/01/95,Mariner Books,Resumen de: The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,4,1,6,1
839,The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9.78E+12,eng,152,57011,3332,10/17/2006,Harper Perennial,Resumen de: The Crying of Lot 49,1,1,8,1
840,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,425181642,9.78E+12,eng,337,6368,321,10/01/00,Berkley Trade,Resumen de: E=mc²: A Biography of the World's Most Famous Equation,3,1,5,1
841,Passionate Minds,David Bodanis,4.1,307237206,9.78E+12,en-US,373,717,112,10/10/06,Crown Publishing Group (NY),Resumen de: Passionate Minds,3,2,6,3
842,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,094089548X,9.78E+12,eng,303,448,18,12/01/02,Cornerstone Press Chicago,Resumen de: Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,2,2,6,3
843,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,440936853,9.78E+12,eng,307,3976,163,11/01/85,Dell,Resumen de: A House Like a Lotus (O'Keefe Family  #3),3,3,7,2
844,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,877887268,9.78E+12,eng,320,496,48,3/19/2002,Shaw Books,Resumen de: The Rock That Is Higher: Story as Truth,3,1,10,2
845,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,671686909,9.78E+12,eng,64,367,38,9/30/1990,Simon & Schuster Children's Publishing,Resumen de: The Glorious Impossible,3,2,4,1
846,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,877880204,9.78E+12,eng,48,235,4,03/07/00,Shaw,Resumen de: A Full House: An Austin Family Christmas (Austin Family  #5.6),2,1,5,2
847,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,62545035,9.78E+12,en-CA,246,5236,506,01/01/84,HarperOne,Resumen de: A Circle of Quiet (Crosswicks Journals #1),2,1,7,1
848,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,521639875,9.78E+12,eng,204,388,23,4/22/1999,Cambridge University Press,Resumen de: The Birth of Tragedy and Other Writings,1,1,1,2
849,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,385092105,9.78E+12,en-US,320,843,42,05/07/90,Anchor,Resumen de: The Birth of Tragedy/The Genealogy of Morals,1,1,10,2
850,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9.78E+12,eng,84,32,0,6/17/2004,Kessinger Publishing,Resumen de: The Birth of Tragedy,4,4,5,3
851,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,140433392,9.78E+12,en-US,160,10147,301,11/27/2003,Penguin Classics,Resumen de: The Birth of Tragedy,1,1,1,1
852,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4,907129072,9.78E+12,eng,179,9,2,3/14/2008,Roxford Books,Resumen de: Birth Of A Tragedy: Kashmir 1947,3,2,1,1
853,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,195114159,9.78E+12,eng,512,3664,58,03/06/97,Oxford University Press  USA,Resumen de: The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,2,2,8,2
854,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,140015068X,9.78E+12,eng,0,3,0,01/01/03,Tantor Media,Resumen de: The Tragedy of Pudd'nhead Wilson,3,1,7,1
855,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4,60734019,9.78E+12,en-US,191,1811,152,07/01/08,HarperTeen,Resumen de: Bridge to Terabithia,2,2,1,3
856,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,439271711,9.78E+12,eng,32,4,1,01/01/02,Teaching Resources,Resumen de: Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,5,4,3,2
857,Bread and Roses  Too,Katherine Paterson,3.76,618654798,9.78E+12,eng,275,2018,294,09/04/06,Clarion Books,Resumen de: Bread and Roses  Too,5,3,8,1
858,The Invisible Child,Katherine Paterson,4.27,525464824,9.78E+12,eng,266,99,27,12/31/2001,Dutton Juvenile,Resumen de: The Invisible Child,2,2,1,1
859,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,1559704640,9.78E+12,eng,186,1771,99,9/15/1998,Arcade Publishing,Resumen de: A Short History of Decay,4,4,9,1
860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,078690206X,9.78E+12,eng,313,38,1,05/01/00,TSR,Resumen de: Scholar of Decay (Ravenloft  #14),1,1,9,2
861,Girl with a Pearl Earring,Tracy Chevalier,3.88,452284937,9.78E+12,eng,233,1162,127,9/30/2003,Plume Books,Resumen de: Girl with a Pearl Earring,1,1,2,1
862,The Golden Tulip,Rosalind Laker,3.94,385415605,9.78E+12,eng,585,29,4,09/01/91,Doubleday,Resumen de: The Golden Tulip,2,2,6,2
863,Burning Bright,Tracy Chevalier,3.36,052594978X,9.78E+12,eng,320,10919,1113,3/20/2007,Dutton,Resumen de: Burning Bright,4,2,2,2
864,Falling Angels,Tracy Chevalier,3.58,452283205,9.78E+12,eng,336,20321,1214,9/24/2002,Penguin Books,Resumen de: Falling Angels,1,1,6,2
865,The Virgin Blue,Tracy Chevalier,3.66,452284449,9.78E+12,eng,304,26029,1588,6/24/2003,Penguin Books,Resumen de: The Virgin Blue,3,3,5,2
866,Wenn Engel fallen,Tracy Chevalier,3.58,3471772537,9.78E+12,ger,384,6,1,02/01/02,List,Resumen de: Wenn Engel fallen,1,1,6,2
867,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,1857093313,9.78E+12,en-GB,80,42,0,03/08/06,National Gallery London,Resumen de: Tom Hunter: Living in Hell and Other Stories,5,4,7,3
868,Bleach  Volume 15,Tite Kubo,4.42,1421506130,9.78E+12,eng,208,19945,76,10/03/06,VIZ Media LLC,Resumen de: Bleach  Volume 15,2,2,5,3
869,Bleach  Volume 01,Tite Kubo,4.22,1591164419,9.78E+12,eng,200,140403,1063,5/19/2004,VIZ Media LLC,Resumen de: Bleach  Volume 01,3,1,6,3
870,Bleach  Volume 14,Tite Kubo,4.38,1421506122,9.78E+12,eng,208,10356,79,08/01/06,VIZ Media LLC,Resumen de: Bleach  Volume 14,1,1,8,2
871,Bleach  Volume 11,Tite Kubo,4.36,1421502712,9.78E+12,eng,208,8773,84,02/07/06,VIZ Media LLC,Resumen de: Bleach  Volume 11,5,2,4,3
872,Bleach  Volume 12,Tite Kubo,4.36,1421504030,9.78E+12,eng,208,8948,86,04/04/06,VIZ Media LLC,Resumen de: Bleach  Volume 12,2,2,6,3
873,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,4088736214,9.78E+12,jpn,195,227,38,04/02/04,集英社,Resumen de: DEATH NOTE デスノート 1,5,4,5,1
874,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,4088736710,9.78E+12,jpn,204,452,13,11/11/04,Shueisha,Resumen de: Death Note  Vol. 4: 恋心 (Death Note  #4),3,2,4,2
875,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,4088736524,9.78E+12,jpn,194,400,11,09/03/04,Shueisha,Resumen de: Death Note  Vol. 3: 激走 (Death Note  #3),2,1,1,3
876,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,9.78E+12,eng,187,3,1,7/24/1987,Harlequin Romance,Resumen de: Love Artist (Harlequin Romance #2860),1,1,1,3
877,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,307277763,9.78E+12,eng,255,1124,191,2/13/2001,Vintage International,Resumen de: Perfume: The Story of a Murderer,5,4,1,1
